,county,year,unemployment
92447,"Williamsburg County, SC",2018,5.5
92448,"York County, SC",2018,3.3
92449,"Aurora County, SD",2018,2.9
92450,"Beadle County, SD",2018,2.7
92451,"Bennett County, SD",2018,4.5
92452,"Bon Homme County, SD",2018,2.6
92453,"Brookings County, SD",2018,2.9
92454,"Brown County, SD",2018,2.9
92455,"Brule County, SD",2018,2.7
92456,"Buffalo County, SD",2018,6.1
92457,"Butte County, SD",2018,3.3
92458,"Campbell County, SD",2018,4.1
92459,"Charles Mix County, SD",2018,3.2
92460,"Clark County, SD",2018,4.0
92461,"Clay County, SD",2018,2.9
92462,"Codington County, SD",2018,3.1
92463,"Corson County, SD",2018,4.1
92464,"Custer County, SD",2018,4.1
92465,"Davison County, SD",2018,2.6
92466,"Day County, SD",2018,4.3
92467,"Deuel County, SD",2018,4.5
92468,"Dewey County, SD",2018,8.8
92469,"Douglas County, SD",2018,2.7
92470,"Edmunds County, SD",2018,2.7
92471,"Fall River County, SD",2018,3.8
92472,"Faulk County, SD",2018,3.0
92473,"Grant County, SD",2018,3.2
92474,"Gregory County, SD",2018,3.3
92475,"Haakon County, SD",2018,2.6
92476,"Hamlin County, SD",2018,3.2
92477,"Hand County, SD",2018,2.3
92478,"Hanson County, SD",2018,4.7
92479,"Harding County, SD",2018,2.5
92480,"Hughes County, SD",2018,2.6
92481,"Hutchinson County, SD",2018,2.8
92482,"Hyde County, SD",2018,2.9
92483,"Jackson County, SD",2018,5.0
92484,"Jerauld County, SD",2018,2.5
92485,"Jones County, SD",2018,2.7
92486,"Kingsbury County, SD",2018,2.9
92487,"Lake County, SD",2018,3.4
92488,"Lawrence County, SD",2018,3.0
92489,"Lincoln County, SD",2018,2.4
92490,"Lyman County, SD",2018,4.2
92491,"McCook County, SD",2018,2.6
92492,"McPherson County, SD",2018,3.9
92493,"Marshall County, SD",2018,3.9
92494,"Meade County, SD",2018,3.4
92495,"Mellette County, SD",2018,4.9
92496,"Miner County, SD",2018,2.8
92497,"Minnehaha County, SD",2018,2.7
92498,"Moody County, SD",2018,3.0
92499,"Oglala Lakota County, SD",2018,10.5
92500,"Pennington County, SD",2018,3.1
92501,"Perkins County, SD",2018,2.9
92502,"Potter County, SD",2018,3.6
92503,"Roberts County, SD",2018,4.4
92504,"Sanborn County, SD",2018,3.0
92505,"Spink County, SD",2018,3.5
92506,"Stanley County, SD",2018,2.7
92507,"Sully County, SD",2018,2.6
92508,"Todd County, SD",2018,6.3
92509,"Tripp County, SD",2018,2.5
92510,"Turner County, SD",2018,2.8
92511,"Union County, SD",2018,3.2
92512,"Walworth County, SD",2018,5.0
92513,"Yankton County, SD",2018,2.7
92514,"Ziebach County, SD",2018,5.3
92515,"Anderson County, TN",2018,3.8
92516,"Bedford County, TN",2018,3.8
92517,"Benton County, TN",2018,4.9
92518,"Bledsoe County, TN",2018,6.0
92519,"Blount County, TN",2018,3.2
92520,"Bradley County, TN",2018,3.6
92521,"Campbell County, TN",2018,4.8
92522,"Cannon County, TN",2018,3.2
92523,"Carroll County, TN",2018,5.0
92524,"Carter County, TN",2018,4.2
92525,"Cheatham County, TN",2018,2.8
92526,"Chester County, TN",2018,3.8
92527,"Claiborne County, TN",2018,4.3
92528,"Clay County, TN",2018,4.9
92529,"Cocke County, TN",2018,4.7
92530,"Coffee County, TN",2018,3.6
92531,"Crockett County, TN",2018,3.9
92532,"Cumberland County, TN",2018,4.4
92533,"Davidson County, TN",2018,2.7
92534,"Decatur County, TN",2018,5.1
92535,"DeKalb County, TN",2018,4.5
92536,"Dickson County, TN",2018,3.1
92537,"Dyer County, TN",2018,4.6
92538,"Fayette County, TN",2018,3.8
92539,"Fentress County, TN",2018,4.2
92540,"Franklin County, TN",2018,3.4
92541,"Gibson County, TN",2018,4.4
92542,"Giles County, TN",2018,3.7
92543,"Grainger County, TN",2018,4.0
92544,"Greene County, TN",2018,4.7
92545,"Grundy County, TN",2018,4.5
92546,"Hamblen County, TN",2018,3.8
92547,"Hamilton County, TN",2018,3.4
92548,"Hancock County, TN",2018,4.9
92549,"Hardeman County, TN",2018,4.9
92550,"Hardin County, TN",2018,4.4
92551,"Hawkins County, TN",2018,4.0
92552,"Haywood County, TN",2018,5.4
92553,"Henderson County, TN",2018,4.7
92554,"Henry County, TN",2018,4.2
92555,"Hickman County, TN",2018,3.3
92556,"Houston County, TN",2018,5.5
92557,"Humphreys County, TN",2018,4.3
92558,"Jackson County, TN",2018,4.7
92559,"Jefferson County, TN",2018,3.8
92560,"Johnson County, TN",2018,3.5
92561,"Knox County, TN",2018,3.0
92562,"Lake County, TN",2018,5.2
92563,"Lauderdale County, TN",2018,5.8
92564,"Lawrence County, TN",2018,4.0
92565,"Lewis County, TN",2018,4.5
92566,"Lincoln County, TN",2018,3.1
92567,"Loudon County, TN",2018,3.4
92568,"McMinn County, TN",2018,4.1
92569,"McNairy County, TN",2018,5.5
92570,"Macon County, TN",2018,3.2
92571,"Madison County, TN",2018,3.8
92572,"Marion County, TN",2018,4.7
92573,"Marshall County, TN",2018,3.5
92574,"Maury County, TN",2018,3.2
92575,"Meigs County, TN",2018,4.6
92576,"Monroe County, TN",2018,3.7
92577,"Montgomery County, TN",2018,3.9
92578,"Moore County, TN",2018,3.1
92579,"Morgan County, TN",2018,4.5
92580,"Obion County, TN",2018,5.0
92581,"Overton County, TN",2018,3.8
92582,"Perry County, TN",2018,4.3
92583,"Pickett County, TN",2018,3.9
92584,"Polk County, TN",2018,4.2
92585,"Putnam County, TN",2018,3.6
92586,"Rhea County, TN",2018,5.7
92587,"Roane County, TN",2018,4.2
92588,"Robertson County, TN",2018,3.2
92589,"Rutherford County, TN",2018,2.7
92590,"Scott County, TN",2018,4.4
92591,"Sequatchie County, TN",2018,4.3
92592,"Sevier County, TN",2018,3.5
92593,"Shelby County, TN",2018,4.2
92594,"Smith County, TN",2018,3.1
92595,"Stewart County, TN",2018,5.0
92596,"Sullivan County, TN",2018,3.7
92597,"Sumner County, TN",2018,2.8
92598,"Tipton County, TN",2018,4.2
92599,"Trousdale County, TN",2018,3.3
92600,"Unicoi County, TN",2018,4.9
92601,"Union County, TN",2018,4.1
92602,"Van Buren County, TN",2018,4.8
92603,"Warren County, TN",2018,4.0
92604,"Washington County, TN",2018,3.6
92605,"Wayne County, TN",2018,4.8
92606,"Weakley County, TN",2018,4.2
92607,"White County, TN",2018,3.6
92608,"Williamson County, TN",2018,2.5
92609,"Wilson County, TN",2018,2.8
92610,"Anderson County, TX",2018,3.1
92611,"Andrews County, TX",2018,2.4
92612,"Angelina County, TX",2018,4.3
92613,"Aransas County, TX",2018,5.9
92614,"Archer County, TX",2018,3.0
92615,"Armstrong County, TX",2018,2.7
92616,"Atascosa County, TX",2018,3.7
92617,"Austin County, TX",2018,3.6
92618,"Bailey County, TX",2018,4.4
92619,"Bandera County, TX",2018,3.4
92620,"Bastrop County, TX",2018,3.4
92621,"Baylor County, TX",2018,3.2
92622,"Bee County, TX",2018,5.1
92623,"Bell County, TX",2018,4.1
92624,"Bexar County, TX",2018,3.3
92625,"Blanco County, TX",2018,2.6
92626,"Borden County, TX",2018,3.2
92627,"Bosque County, TX",2018,3.7
92628,"Bowie County, TX",2018,4.9
92629,"Brazoria County, TX",2018,4.5
92630,"Brazos County, TX",2018,2.8
92631,"Brewster County, TX",2018,3.3
92632,"Briscoe County, TX",2018,3.8
92633,"Brooks County, TX",2018,6.4
92634,"Brown County, TX",2018,3.7
92635,"Burleson County, TX",2018,3.6
92636,"Burnet County, TX",2018,2.9
92637,"Caldwell County, TX",2018,3.6
92638,"Calhoun County, TX",2018,4.1
92639,"Callahan County, TX",2018,3.3
92640,"Cameron County, TX",2018,6.1
92641,"Camp County, TX",2018,4.9
92642,"Carson County, TX",2018,2.8
92643,"Cass County, TX",2018,5.0
92644,"Castro County, TX",2018,2.8
92645,"Chambers County, TX",2018,5.4
92646,"Cherokee County, TX",2018,4.1
92647,"Childress County, TX",2018,2.6
92648,"Clay County, TX",2018,3.1
92649,"Cochran County, TX",2018,4.3
92650,"Coke County, TX",2018,3.4
92651,"Coleman County, TX",2018,3.9
92652,"Collin County, TX",2018,3.3
92653,"Collingsworth County, TX",2018,3.1
92654,"Colorado County, TX",2018,3.3
92655,"Comal County, TX",2018,3.2
92656,"Comanche County, TX",2018,3.6
92657,"Concho County, TX",2018,3.6
92658,"Cooke County, TX",2018,3.1
92659,"Coryell County, TX",2018,4.2
92660,"Cottle County, TX",2018,4.3
92661,"Crane County, TX",2018,3.8
92662,"Crockett County, TX",2018,2.9
92663,"Crosby County, TX",2018,4.6
92664,"Culberson County, TX",2018,3.1
92665,"Dallam County, TX",2018,2.0
92666,"Dallas County, TX",2018,3.8
92667,"Dawson County, TX",2018,4.3
92668,"Deaf Smith County, TX",2018,2.8
92669,"Delta County, TX",2018,3.4
92670,"Denton County, TX",2018,3.2
92671,"DeWitt County, TX",2018,3.1
92672,"Dickens County, TX",2018,4.2
92673,"Dimmit County, TX",2018,3.0
92674,"Donley County, TX",2018,3.4
92675,"Duval County, TX",2018,5.2
92676,"Eastland County, TX",2018,3.3
92677,"Ector County, TX",2018,2.7
92678,"Edwards County, TX",2018,2.8
92679,"Ellis County, TX",2018,3.3
92680,"El Paso County, TX",2018,4.2
92681,"Erath County, TX",2018,3.1
92682,"Falls County, TX",2018,3.9
92683,"Fannin County, TX",2018,3.1
92684,"Fayette County, TX",2018,2.8
92685,"Fisher County, TX",2018,3.2
92686,"Floyd County, TX",2018,5.2
92687,"Foard County, TX",2018,2.9
92688,"Fort Bend County, TX",2018,3.9
92689,"Franklin County, TX",2018,4.1
92690,"Freestone County, TX",2018,5.8
92691,"Frio County, TX",2018,2.8
92692,"Gaines County, TX",2018,2.5
92693,"Galveston County, TX",2018,4.6
92694,"Garza County, TX",2018,2.9
92695,"Gillespie County, TX",2018,2.5
92696,"Glasscock County, TX",2018,2.0
92697,"Goliad County, TX",2018,3.8
92698,"Gonzales County, TX",2018,3.0
92699,"Gray County, TX",2018,3.9
92700,"Grayson County, TX",2018,3.3
92701,"Gregg County, TX",2018,4.1
92702,"Grimes County, TX",2018,4.1
92703,"Guadalupe County, TX",2018,3.1
92704,"Hale County, TX",2018,4.7
92705,"Hall County, TX",2018,4.4
92706,"Hamilton County, TX",2018,3.3
92707,"Hansford County, TX",2018,2.3
92708,"Hardeman County, TX",2018,3.6
92709,"Hardin County, TX",2018,5.1
92710,"Harris County, TX",2018,4.4
92711,"Harrison County, TX",2018,4.3
92712,"Hartley County, TX",2018,1.8
92713,"Haskell County, TX",2018,3.8
92714,"Hays County, TX",2018,2.9
92715,"Hemphill County, TX",2018,2.0
92716,"Henderson County, TX",2018,3.7
92717,"Hidalgo County, TX",2018,6.5
92718,"Hill County, TX",2018,3.6
92719,"Hockley County, TX",2018,3.1
92720,"Hood County, TX",2018,3.7
92721,"Hopkins County, TX",2018,3.4
92722,"Houston County, TX",2018,3.7
92723,"Howard County, TX",2018,3.3
92724,"Hudspeth County, TX",2018,4.6
92725,"Hunt County, TX",2018,3.8
92726,"Hutchinson County, TX",2018,4.9
92727,"Irion County, TX",2018,3.0
92728,"Jack County, TX",2018,2.5
92729,"Jackson County, TX",2018,3.2
92730,"Jasper County, TX",2018,6.5
92731,"Jeff Davis County, TX",2018,2.9
92732,"Jefferson County, TX",2018,6.3
92733,"Jim Hogg County, TX",2018,5.6
92734,"Jim Wells County, TX",2018,5.4
92735,"Johnson County, TX",2018,3.4
92736,"Jones County, TX",2018,4.8
92737,"Karnes County, TX",2018,2.8
92738,"Kaufman County, TX",2018,3.4
92739,"Kendall County, TX",2018,2.9
92740,"Kenedy County, TX",2018,3.6
92741,"Kent County, TX",2018,2.4
92742,"Kerr County, TX",2018,3.2
92743,"Kimble County, TX",2018,3.0
92744,"King County, TX",2018,2.8
92745,"Kinney County, TX",2018,4.4
92746,"Kleberg County, TX",2018,4.9
92747,"Knox County, TX",2018,3.6
92748,"Lamar County, TX",2018,3.8
92749,"Lamb County, TX",2018,4.4
92750,"Lampasas County, TX",2018,3.7
92751,"La Salle County, TX",2018,2.4
92752,"Lavaca County, TX",2018,3.1
92753,"Lee County, TX",2018,3.0
92754,"Leon County, TX",2018,5.0
92755,"Liberty County, TX",2018,5.8
92756,"Limestone County, TX",2018,4.6
92757,"Lipscomb County, TX",2018,2.7
92758,"Live Oak County, TX",2018,3.7
92759,"Llano County, TX",2018,3.7
92760,"Loving County, TX",2018,1.5
92761,"Lubbock County, TX",2018,3.0
92762,"Lynn County, TX",2018,3.2
92763,"McCulloch County, TX",2018,3.3
92764,"McLennan County, TX",2018,3.6
92765,"McMullen County, TX",2018,1.8
92766,"Madison County, TX",2018,4.4
92767,"Marion County, TX",2018,4.5
92768,"Martin County, TX",2018,2.5
92769,"Mason County, TX",2018,3.1
92770,"Matagorda County, TX",2018,6.1
92771,"Maverick County, TX",2018,8.1
92772,"Medina County, TX",2018,3.5
92773,"Menard County, TX",2018,4.0
92774,"Midland County, TX",2018,2.1
92775,"Milam County, TX",2018,5.5
92776,"Mills County, TX",2018,3.5
92777,"Mitchell County, TX",2018,4.1
92778,"Montague County, TX",2018,3.2
92779,"Montgomery County, TX",2018,3.7
92780,"Moore County, TX",2018,2.6
92781,"Morris County, TX",2018,6.5
92782,"Motley County, TX",2018,3.7
92783,"Nacogdoches County, TX",2018,3.9
92784,"Navarro County, TX",2018,3.7
92785,"Newton County, TX",2018,6.7
92786,"Nolan County, TX",2018,3.3
92787,"Nueces County, TX",2018,4.6
92788,"Ochiltree County, TX",2018,2.8
92789,"Oldham County, TX",2018,2.6
92790,"Orange County, TX",2018,5.7
92791,"Palo Pinto County, TX",2018,3.3
92792,"Panola County, TX",2018,4.1
92793,"Parker County, TX",2018,3.1
92794,"Parmer County, TX",2018,2.3
92795,"Pecos County, TX",2018,3.6
92796,"Polk County, TX",2018,5.0
92797,"Potter County, TX",2018,2.9
92798,"Presidio County, TX",2018,6.9
92799,"Rains County, TX",2018,3.5
92800,"Randall County, TX",2018,2.6
92801,"Reagan County, TX",2018,2.5
92802,"Real County, TX",2018,5.0
92803,"Red River County, TX",2018,5.4
92804,"Reeves County, TX",2018,2.1
92805,"Refugio County, TX",2018,4.6
92806,"Roberts County, TX",2018,2.8
92807,"Robertson County, TX",2018,4.1
92808,"Rockwall County, TX",2018,3.2
92809,"Runnels County, TX",2018,3.1
92810,"Rusk County, TX",2018,4.0
92811,"Sabine County, TX",2018,7.9
92812,"San Augustine County, TX",2018,6.4
92813,"San Jacinto County, TX",2018,4.9
92814,"San Patricio County, TX",2018,6.3
92815,"San Saba County, TX",2018,3.0
92816,"Schleicher County, TX",2018,2.8
92817,"Scurry County, TX",2018,3.4
92818,"Shackelford County, TX",2018,2.3
92819,"Shelby County, TX",2018,4.3
92820,"Sherman County, TX",2018,2.6
92821,"Smith County, TX",2018,3.6
92822,"Somervell County, TX",2018,4.1
92823,"Starr County, TX",2018,10.0
92824,"Stephens County, TX",2018,3.6
92825,"Sterling County, TX",2018,3.3
92826,"Stonewall County, TX",2018,3.4
92827,"Sutton County, TX",2018,3.8
92828,"Swisher County, TX",2018,4.3
92829,"Tarrant County, TX",2018,3.5
92830,"Taylor County, TX",2018,3.1
92831,"Terrell County, TX",2018,3.4
92832,"Terry County, TX",2018,4.1
92833,"Throckmorton County, TX",2018,3.3
92834,"Titus County, TX",2018,5.0
92835,"Tom Green County, TX",2018,3.1
92836,"Travis County, TX",2018,2.8
92837,"Trinity County, TX",2018,5.1
92838,"Tyler County, TX",2018,6.6
92839,"Upshur County, TX",2018,4.2
92840,"Upton County, TX",2018,3.4
92841,"Uvalde County, TX",2018,4.2
92842,"Val Verde County, TX",2018,3.8
92843,"Van Zandt County, TX",2018,3.5
92844,"Victoria County, TX",2018,3.8
92845,"Walker County, TX",2018,4.2
92846,"Waller County, TX",2018,4.2
92847,"Ward County, TX",2018,2.5
92848,"Washington County, TX",2018,3.6
92849,"Webb County, TX",2018,3.7
92850,"Wharton County, TX",2018,3.7
92851,"Wheeler County, TX",2018,3.1
92852,"Wichita County, TX",2018,3.4
92853,"Wilbarger County, TX",2018,4.1
92854,"Willacy County, TX",2018,9.8
92855,"Williamson County, TX",2018,3.0
92856,"Wilson County, TX",2018,3.1
92857,"Winkler County, TX",2018,2.8
92858,"Wise County, TX",2018,3.4
92859,"Wood County, TX",2018,4.2
92860,"Yoakum County, TX",2018,2.9
92861,"Young County, TX",2018,3.2
92862,"Zapata County, TX",2018,5.5
92863,"Zavala County, TX",2018,9.6
92864,"Beaver County, UT",2018,3.4
92865,"Box Elder County, UT",2018,2.9
92866,"Cache County, UT",2018,2.6
92867,"Carbon County, UT",2018,4.4
92868,"Daggett County, UT",2018,4.3
92869,"Davis County, UT",2018,2.9
92870,"Duchesne County, UT",2018,4.4
92871,"Emery County, UT",2018,4.7
92872,"Garfield County, UT",2018,7.6
92873,"Grand County, UT",2018,4.6
92874,"Iron County, UT",2018,3.5
92875,"Juab County, UT",2018,2.9
92876,"Kane County, UT",2018,3.1
92877,"Millard County, UT",2018,3.2
92878,"Morgan County, UT",2018,2.7
92879,"Piute County, UT",2018,5.2
92880,"Rich County, UT",2018,3.2
92881,"Salt Lake County, UT",2018,2.9
92882,"San Juan County, UT",2018,6.1
92883,"Sanpete County, UT",2018,3.6
92884,"Sevier County, UT",2018,3.5
92885,"Summit County, UT",2018,3.0
92886,"Tooele County, UT",2018,3.3
92887,"Uintah County, UT",2018,4.6
92888,"Utah County, UT",2018,2.8
92889,"Wasatch County, UT",2018,3.1
92890,"Washington County, UT",2018,3.3
92891,"Wayne County, UT",2018,5.9
92892,"Weber County, UT",2018,3.4
92893,"Addison County, VT",2018,2.4
92894,"Bennington County, VT",2018,3.0
92895,"Caledonia County, VT",2018,3.1
92896,"Chittenden County, VT",2018,2.0
92897,"Essex County, VT",2018,3.5
92898,"Franklin County, VT",2018,2.4
92899,"Grand Isle County, VT",2018,3.1
92900,"Lamoille County, VT",2018,3.4
92901,"Orange County, VT",2018,2.5
92902,"Orleans County, VT",2018,4.3
92903,"Rutland County, VT",2018,3.0
92904,"Washington County, VT",2018,2.5
92905,"Windham County, VT",2018,2.7
92906,"Windsor County, VT",2018,2.2
92907,"Accomack County, VA",2018,3.9
92908,"Albemarle County, VA",2018,2.7
92909,"Alleghany County, VA",2018,3.8
92910,"Amelia County, VA",2018,3.3
92911,"Amherst County, VA",2018,3.3
92912,"Appomattox County, VA",2018,3.7
92913,"Arlington County, VA",2018,2.0
92914,"Augusta County, VA",2018,2.8
92915,"Bath County, VA",2018,2.5
92916,"Bedford County, VA",2018,3.1
92917,"Bland County, VA",2018,3.2
92918,"Botetourt County, VA",2018,2.7
92919,"Brunswick County, VA",2018,5.0
92920,"Buchanan County, VA",2018,5.5
92921,"Buckingham County, VA",2018,4.5
92922,"Campbell County, VA",2018,3.4
92923,"Caroline County, VA",2018,3.5
92924,"Carroll County, VA",2018,3.7
92925,"Charles City County, VA",2018,4.1
92926,"Charlotte County, VA",2018,3.7
92927,"Chesterfield County, VA",2018,3.0
92928,"Clarke County, VA",2018,2.9
92929,"Craig County, VA",2018,3.6
92930,"Culpeper County, VA",2018,2.9
92931,"Cumberland County, VA",2018,3.3
92932,"Dickenson County, VA",2018,5.2
92933,"Dinwiddie County, VA",2018,3.6
92934,"Essex County, VA",2018,3.9
92935,"Fairfax County, VA",2018,2.5
92936,"Fauquier County, VA",2018,2.6
92937,"Floyd County, VA",2018,2.8
92938,"Fluvanna County, VA",2018,2.5
92939,"Franklin County, VA",2018,3.1
92940,"Frederick County, VA",2018,2.6
92941,"Giles County, VA",2018,3.4
92942,"Gloucester County, VA",2018,2.7
92943,"Goochland County, VA",2018,3.0
92944,"Grayson County, VA",2018,3.1
92945,"Greene County, VA",2018,2.6
92946,"Greensville County, VA",2018,3.7
92947,"Halifax County, VA",2018,4.2
92948,"Hanover County, VA",2018,2.7
92949,"Henrico County, VA",2018,3.0
92950,"Henry County, VA",2018,3.8
92951,"Highland County, VA",2018,2.8
92952,"Isle of Wight County, VA",2018,3.0
92953,"James City County, VA",2018,2.9
92954,"King and Queen County, VA",2018,3.1
92955,"King George County, VA",2018,3.0
92956,"King William County, VA",2018,3.0
92957,"Lancaster County, VA",2018,4.4
92958,"Lee County, VA",2018,4.2
92959,"Loudoun County, VA",2018,2.5
92960,"Louisa County, VA",2018,2.8
92961,"Lunenburg County, VA",2018,3.3
92962,"Madison County, VA",2018,2.5
92963,"Mathews County, VA",2018,3.0
92964,"Mecklenburg County, VA",2018,4.1
92965,"Middlesex County, VA",2018,2.7
92966,"Montgomery County, VA",2018,3.0
92967,"Nelson County, VA",2018,3.1
92968,"New Kent County, VA",2018,2.8
92969,"Northampton County, VA",2018,5.5
92970,"Northumberland County, VA",2018,4.5
