,county,year,unemployment
48771,"Thomas County, GA",2005,4.5
48772,"Tift County, GA",2005,5.2
48773,"Toombs County, GA",2005,6.3
48774,"Towns County, GA",2005,3.9
48775,"Treutlen County, GA",2005,7.5
48776,"Troup County, GA",2005,6.8
48777,"Turner County, GA",2005,6.6
48778,"Twiggs County, GA",2005,6.9
48779,"Union County, GA",2005,4.3
48780,"Upson County, GA",2005,6.8
48781,"Walker County, GA",2005,5
48782,"Walton County, GA",2005,4.8
48783,"Ware County, GA",2005,5.6
48784,"Warren County, GA",2005,10.2
48785,"Washington County, GA",2005,6.6
48786,"Wayne County, GA",2005,6.2
48787,"Webster County, GA",2005,6.4
48788,"Wheeler County, GA",2005,6.4
48789,"White County, GA",2005,4.5
48790,"Whitfield County, GA",2005,4.8
48791,"Wilcox County, GA",2005,6.8
48792,"Wilkes County, GA",2005,6.9
48793,"Wilkinson County, GA",2005,5.9
48794,"Worth County, GA",2005,5.5
48795,"Hawaii County, HI",2005,3.4
48796,"Honolulu County/city, HI",2005,2.8
48797,"Kauai County, HI",2005,2.8
48798,"Maui County, HI",2005,2.7
48799,"Ada County, ID",2005,3.3
48800,"Adams County, ID",2005,8
48801,"Bannock County, ID",2005,3.9
48802,"Bear Lake County, ID",2005,4.1
48803,"Benewah County, ID",2005,7.7
48804,"Bingham County, ID",2005,3.7
48805,"Blaine County, ID",2005,2.8
48806,"Boise County, ID",2005,4.5
48807,"Bonner County, ID",2005,5.1
48808,"Bonneville County, ID",2005,3
48809,"Boundary County, ID",2005,8
48810,"Butte County, ID",2005,4.3
48811,"Camas County, ID",2005,3.9
48812,"Canyon County, ID",2005,4.4
48813,"Caribou County, ID",2005,5.3
48814,"Cassia County, ID",2005,4.6
48815,"Clark County, ID",2005,4.9
48816,"Clearwater County, ID",2005,9.3
48817,"Custer County, ID",2005,5
48818,"Elmore County, ID",2005,4.6
48819,"Franklin County, ID",2005,3.2
48820,"Fremont County, ID",2005,3.9
48821,"Gem County, ID",2005,4.8
48822,"Gooding County, ID",2005,3
48823,"Idaho County, ID",2005,6.7
48824,"Jefferson County, ID",2005,3.3
48825,"Jerome County, ID",2005,3.7
48826,"Kootenai County, ID",2005,4.5
48827,"Latah County, ID",2005,3.5
48828,"Lemhi County, ID",2005,6
48829,"Lewis County, ID",2005,3.5
48830,"Lincoln County, ID",2005,4.5
48831,"Madison County, ID",2005,2.7
48832,"Minidoka County, ID",2005,5.7
48833,"Nez Perce County, ID",2005,4.4
48834,"Oneida County, ID",2005,2.6
48835,"Owyhee County, ID",2005,2.5
48836,"Payette County, ID",2005,7
48837,"Power County, ID",2005,4.7
48838,"Shoshone County, ID",2005,7.8
48839,"Teton County, ID",2005,3
48840,"Twin Falls County, ID",2005,3.7
48841,"Valley County, ID",2005,4.8
48842,"Washington County, ID",2005,5.3
48843,"Adams County, IL",2005,3.7
48844,"Alexander County, IL",2005,8.6
48845,"Bond County, IL",2005,5.4
48846,"Boone County, IL",2005,6.6
48847,"Brown County, IL",2005,3.8
48848,"Bureau County, IL",2005,4.9
48849,"Calhoun County, IL",2005,6.1
48850,"Carroll County, IL",2005,5.6
48851,"Cass County, IL",2005,4.7
48852,"Champaign County, IL",2005,4.1
48853,"Christian County, IL",2005,5.8
48854,"Clark County, IL",2005,5.5
48855,"Clay County, IL",2005,6.1
48856,"Clinton County, IL",2005,4.7
48857,"Coles County, IL",2005,4.7
48858,"Cook County, IL",2005,6.4
48859,"Crawford County, IL",2005,5.8
48860,"Cumberland County, IL",2005,5.2
48861,"DeKalb County, IL",2005,5.1
48862,"De Witt County, IL",2005,5.4
48863,"Douglas County, IL",2005,4.6
48864,"DuPage County, IL",2005,4.7
48865,"Edgar County, IL",2005,5.3
48866,"Edwards County, IL",2005,4.7
48867,"Effingham County, IL",2005,5.4
48868,"Fayette County, IL",2005,6.5
48869,"Ford County, IL",2005,4.8
48870,"Franklin County, IL",2005,7.1
48871,"Fulton County, IL",2005,6
48872,"Gallatin County, IL",2005,6.3
48873,"Greene County, IL",2005,5.4
48874,"Grundy County, IL",2005,7.1
48875,"Hamilton County, IL",2005,5.5
48876,"Hancock County, IL",2005,5
48877,"Hardin County, IL",2005,7.9
48878,"Henderson County, IL",2005,5.8
48879,"Henry County, IL",2005,4.5
48880,"Iroquois County, IL",2005,4.7
48881,"Jackson County, IL",2005,4.6
48882,"Jasper County, IL",2005,6
48883,"Jefferson County, IL",2005,5.1
48884,"Jersey County, IL",2005,5.3
48885,"Jo Daviess County, IL",2005,4.2
48886,"Johnson County, IL",2005,6.1
48887,"Kane County, IL",2005,5.5
48888,"Kankakee County, IL",2005,6.4
48889,"Kendall County, IL",2005,5
48890,"Knox County, IL",2005,7.3
48891,"Lake County, IL",2005,4.6
48892,"LaSalle County, IL",2005,6.1
48893,"Lawrence County, IL",2005,5.1
48894,"Lee County, IL",2005,5
48895,"Livingston County, IL",2005,4.9
48896,"Logan County, IL",2005,5.5
48897,"McDonough County, IL",2005,4.6
48898,"McHenry County, IL",2005,5.1
48899,"McLean County, IL",2005,4.1
48900,"Macon County, IL",2005,6.1
48901,"Macoupin County, IL",2005,5.7
48902,"Madison County, IL",2005,5.5
48903,"Marion County, IL",2005,6.3
48904,"Marshall County, IL",2005,4.4
48905,"Mason County, IL",2005,6.6
48906,"Massac County, IL",2005,5.4
48907,"Menard County, IL",2005,4.4
48908,"Mercer County, IL",2005,5.5
48909,"Monroe County, IL",2005,4.2
48910,"Montgomery County, IL",2005,6.9
48911,"Morgan County, IL",2005,5.5
48912,"Moultrie County, IL",2005,4.1
48913,"Ogle County, IL",2005,5.3
48914,"Peoria County, IL",2005,4.9
48915,"Perry County, IL",2005,6.7
48916,"Piatt County, IL",2005,4
48917,"Pike County, IL",2005,4.8
48918,"Pope County, IL",2005,6.2
48919,"Pulaski County, IL",2005,7.9
48920,"Putnam County, IL",2005,5.5
48921,"Randolph County, IL",2005,5.4
48922,"Richland County, IL",2005,5.6
48923,"Rock Island County, IL",2005,4.6
48924,"St. Clair County, IL",2005,6.3
48925,"Saline County, IL",2005,5.9
48926,"Sangamon County, IL",2005,4.5
48927,"Schuyler County, IL",2005,4.7
48928,"Scott County, IL",2005,6.2
48929,"Shelby County, IL",2005,5.2
48930,"Stark County, IL",2005,5.5
48931,"Stephenson County, IL",2005,5.2
48932,"Tazewell County, IL",2005,4.6
48933,"Union County, IL",2005,6.8
48934,"Vermilion County, IL",2005,6.3
48935,"Wabash County, IL",2005,5.7
48936,"Warren County, IL",2005,5.5
48937,"Washington County, IL",2005,4.4
48938,"Wayne County, IL",2005,5
48939,"White County, IL",2005,4.9
48940,"Whiteside County, IL",2005,5.7
48941,"Will County, IL",2005,5.8
48942,"Williamson County, IL",2005,5.3
48943,"Winnebago County, IL",2005,6.3
48944,"Woodford County, IL",2005,3.7
48945,"Adams County, IN",2005,4.8
48946,"Allen County, IN",2005,5.3
48947,"Bartholomew County, IN",2005,4.8
48948,"Benton County, IN",2005,5.3
48949,"Blackford County, IN",2005,7.1
48950,"Boone County, IN",2005,4.1
48951,"Brown County, IN",2005,5.7
48952,"Carroll County, IN",2005,5.2
48953,"Cass County, IN",2005,5.8
48954,"Clark County, IN",2005,5.2
48955,"Clay County, IN",2005,7
48956,"Clinton County, IN",2005,5.7
48957,"Crawford County, IN",2005,7.7
48958,"Daviess County, IN",2005,4.1
48959,"Dearborn County, IN",2005,5.7
48960,"Decatur County, IN",2005,5.1
48961,"DeKalb County, IN",2005,6.3
48962,"Delaware County, IN",2005,6.9
48963,"Dubois County, IN",2005,3.9
48964,"Elkhart County, IN",2005,4.6
48965,"Fayette County, IN",2005,8.1
48966,"Floyd County, IN",2005,5.2
48967,"Fountain County, IN",2005,5.4
48968,"Franklin County, IN",2005,6.4
48969,"Fulton County, IN",2005,5.4
48970,"Gibson County, IN",2005,5
48971,"Grant County, IN",2005,8.5
48972,"Greene County, IN",2005,6.7
48973,"Hamilton County, IN",2005,3.5
48974,"Hancock County, IN",2005,4.3
48975,"Harrison County, IN",2005,6.3
48976,"Hendricks County, IN",2005,4.1
48977,"Henry County, IN",2005,6.8
48978,"Howard County, IN",2005,6.6
48979,"Huntington County, IN",2005,5.6
48980,"Jackson County, IN",2005,4.9
48981,"Jasper County, IN",2005,5.7
48982,"Jay County, IN",2005,5.4
48983,"Jefferson County, IN",2005,5.4
48984,"Jennings County, IN",2005,6.7
48985,"Johnson County, IN",2005,4.4
48986,"Knox County, IN",2005,5.2
48987,"Kosciusko County, IN",2005,4.3
48988,"LaGrange County, IN",2005,4.9
48989,"Lake County, IN",2005,6.2
48990,"LaPorte County, IN",2005,6.1
48991,"Lawrence County, IN",2005,7.8
48992,"Madison County, IN",2005,6.6
48993,"Marion County, IN",2005,5.6
48994,"Marshall County, IN",2005,5.3
48995,"Martin County, IN",2005,5.5
48996,"Miami County, IN",2005,6.2
48997,"Monroe County, IN",2005,4.8
48998,"Montgomery County, IN",2005,4.7
48999,"Morgan County, IN",2005,5
49000,"Newton County, IN",2005,5.4
49001,"Noble County, IN",2005,6.2
49002,"Ohio County, IN",2005,5.3
49003,"Orange County, IN",2005,7.4
49004,"Owen County, IN",2005,6.3
49005,"Parke County, IN",2005,6.5
49006,"Perry County, IN",2005,5.9
49007,"Pike County, IN",2005,5.6
49008,"Porter County, IN",2005,4.8
49009,"Posey County, IN",2005,4.9
49010,"Pulaski County, IN",2005,5
49011,"Putnam County, IN",2005,6.7
49012,"Randolph County, IN",2005,7.4
49013,"Ripley County, IN",2005,5.3
49014,"Rush County, IN",2005,4.7
49015,"St. Joseph County, IN",2005,5.3
49016,"Scott County, IN",2005,6.2
49017,"Shelby County, IN",2005,5
49018,"Spencer County, IN",2005,5.7
49019,"Starke County, IN",2005,7
49020,"Steuben County, IN",2005,6.3
49021,"Sullivan County, IN",2005,7.5
49022,"Switzerland County, IN",2005,4.8
49023,"Tippecanoe County, IN",2005,4.9
49024,"Tipton County, IN",2005,5.7
49025,"Union County, IN",2005,5.6
49026,"Vanderburgh County, IN",2005,5.2
49027,"Vermillion County, IN",2005,7.4
49028,"Vigo County, IN",2005,6.8
49029,"Wabash County, IN",2005,6.6
49030,"Warren County, IN",2005,4.5
49031,"Warrick County, IN",2005,4.7
49032,"Washington County, IN",2005,6.2
49033,"Wayne County, IN",2005,7.1
49034,"Wells County, IN",2005,4.8
49035,"White County, IN",2005,5.8
49036,"Whitley County, IN",2005,5.1
49037,"Adair County, IA",2005,4
49038,"Adams County, IA",2005,5.2
49039,"Allamakee County, IA",2005,5.2
49040,"Appanoose County, IA",2005,5.2
49041,"Audubon County, IA",2005,4.6
49042,"Benton County, IA",2005,4.7
49043,"Black Hawk County, IA",2005,4.3
49044,"Boone County, IA",2005,3.5
49045,"Bremer County, IA",2005,3.7
49046,"Buchanan County, IA",2005,4.6
49047,"Buena Vista County, IA",2005,3.8
49048,"Butler County, IA",2005,4.8
49049,"Calhoun County, IA",2005,4
49050,"Carroll County, IA",2005,3
49051,"Cass County, IA",2005,4.6
49052,"Cedar County, IA",2005,3.8
49053,"Cerro Gordo County, IA",2005,4.4
49054,"Cherokee County, IA",2005,4.7
49055,"Chickasaw County, IA",2005,5.3
49056,"Clarke County, IA",2005,5.2
49057,"Clay County, IA",2005,4
49058,"Clayton County, IA",2005,6.5
49059,"Clinton County, IA",2005,4.7
49060,"Crawford County, IA",2005,3.8
49061,"Dallas County, IA",2005,3.4
49062,"Davis County, IA",2005,5.3
49063,"Decatur County, IA",2005,4.9
49064,"Delaware County, IA",2005,4.4
49065,"Des Moines County, IA",2005,5.4
49066,"Dickinson County, IA",2005,4.3
49067,"Dubuque County, IA",2005,4.3
49068,"Emmet County, IA",2005,4.4
49069,"Fayette County, IA",2005,5
49070,"Floyd County, IA",2005,5
49071,"Franklin County, IA",2005,4.7
49072,"Fremont County, IA",2005,4
49073,"Greene County, IA",2005,4.6
49074,"Grundy County, IA",2005,3.8
49075,"Guthrie County, IA",2005,4.2
49076,"Hamilton County, IA",2005,3.9
49077,"Hancock County, IA",2005,4.5
49078,"Hardin County, IA",2005,4.7
49079,"Harrison County, IA",2005,4.7
49080,"Henry County, IA",2005,4.9
49081,"Howard County, IA",2005,4.4
49082,"Humboldt County, IA",2005,3.7
49083,"Ida County, IA",2005,4
49084,"Iowa County, IA",2005,4.4
49085,"Jackson County, IA",2005,5.3
49086,"Jasper County, IA",2005,5.9
49087,"Jefferson County, IA",2005,4.6
49088,"Johnson County, IA",2005,3.1
49089,"Jones County, IA",2005,4.8
49090,"Keokuk County, IA",2005,4.7
49091,"Kossuth County, IA",2005,4
49092,"Lee County, IA",2005,6.6
49093,"Linn County, IA",2005,4.3
49094,"Louisa County, IA",2005,4.4
49095,"Lucas County, IA",2005,5.2
49096,"Lyon County, IA",2005,2.9
49097,"Madison County, IA",2005,4.5
49098,"Mahaska County, IA",2005,4.3
49099,"Marion County, IA",2005,3.9
49100,"Marshall County, IA",2005,4.8
49101,"Mills County, IA",2005,4.1
49102,"Mitchell County, IA",2005,4.2
49103,"Monona County, IA",2005,5.7
49104,"Monroe County, IA",2005,5
49105,"Montgomery County, IA",2005,4.3
49106,"Muscatine County, IA",2005,3.9
49107,"O'Brien County, IA",2005,3.8
49108,"Osceola County, IA",2005,4
49109,"Page County, IA",2005,3.8
49110,"Palo Alto County, IA",2005,4
49111,"Plymouth County, IA",2005,3.5
49112,"Pocahontas County, IA",2005,4.1
49113,"Polk County, IA",2005,4
49114,"Pottawattamie County, IA",2005,4.9
49115,"Poweshiek County, IA",2005,4.6
49116,"Ringgold County, IA",2005,4.6
49117,"Sac County, IA",2005,3.9
49118,"Scott County, IA",2005,4.4
49119,"Shelby County, IA",2005,3.7
49120,"Sioux County, IA",2005,2.9
49121,"Story County, IA",2005,3
49122,"Tama County, IA",2005,5.5
49123,"Taylor County, IA",2005,3.8
49124,"Union County, IA",2005,4.9
49125,"Van Buren County, IA",2005,5.1
49126,"Wapello County, IA",2005,5.5
49127,"Warren County, IA",2005,3.7
49128,"Washington County, IA",2005,3.7
49129,"Wayne County, IA",2005,4.6
49130,"Webster County, IA",2005,4.3
49131,"Winnebago County, IA",2005,4.6
49132,"Winneshiek County, IA",2005,4.2
49133,"Woodbury County, IA",2005,4.8
49134,"Worth County, IA",2005,4.6
49135,"Wright County, IA",2005,4.2
49136,"Allen County, KS",2005,5.4
49137,"Anderson County, KS",2005,5.9
49138,"Atchison County, KS",2005,5.5
49139,"Barber County, KS",2005,3.7
49140,"Barton County, KS",2005,4
49141,"Bourbon County, KS",2005,5
49142,"Brown County, KS",2005,4.8
49143,"Butler County, KS",2005,5.5
49144,"Chase County, KS",2005,4.1
49145,"Chautauqua County, KS",2005,5.3
49146,"Cherokee County, KS",2005,6.4
49147,"Cheyenne County, KS",2005,4.5
49148,"Clark County, KS",2005,3.5
49149,"Clay County, KS",2005,4.1
49150,"Cloud County, KS",2005,3.8
49151,"Coffey County, KS",2005,5.6
49152,"Comanche County, KS",2005,2.9
49153,"Cowley County, KS",2005,5.5
49154,"Crawford County, KS",2005,5.7
49155,"Decatur County, KS",2005,3.4
49156,"Dickinson County, KS",2005,4.5
49157,"Doniphan County, KS",2005,6.3
49158,"Douglas County, KS",2005,4
49159,"Edwards County, KS",2005,3.4
49160,"Elk County, KS",2005,5.5
49161,"Ellis County, KS",2005,3.4
49162,"Ellsworth County, KS",2005,3.9
49163,"Finney County, KS",2005,4.1
49164,"Ford County, KS",2005,3.6
49165,"Franklin County, KS",2005,5.7
49166,"Geary County, KS",2005,5.9
49167,"Gove County, KS",2005,3
49168,"Graham County, KS",2005,3.5
49169,"Grant County, KS",2005,3.6
49170,"Gray County, KS",2005,3
49171,"Greeley County, KS",2005,4
49172,"Greenwood County, KS",2005,5.3
49173,"Hamilton County, KS",2005,3.3
49174,"Harper County, KS",2005,3.7
49175,"Harvey County, KS",2005,4.5
49176,"Haskell County, KS",2005,3.1
49177,"Hodgeman County, KS",2005,3.9
49178,"Jackson County, KS",2005,5.8
49179,"Jefferson County, KS",2005,5.2
49180,"Jewell County, KS",2005,3.2
49181,"Johnson County, KS",2005,4.6
49182,"Kearny County, KS",2005,4.2
49183,"Kingman County, KS",2005,4.2
49184,"Kiowa County, KS",2005,3.5
49185,"Labette County, KS",2005,6.5
49186,"Lane County, KS",2005,3.6
49187,"Leavenworth County, KS",2005,6.1
49188,"Lincoln County, KS",2005,4.3
49189,"Linn County, KS",2005,7.2
49190,"Logan County, KS",2005,3.5
49191,"Lyon County, KS",2005,4.6
49192,"McPherson County, KS",2005,3.8
49193,"Marion County, KS",2005,4.2
49194,"Marshall County, KS",2005,3.7
49195,"Meade County, KS",2005,3.6
49196,"Miami County, KS",2005,5.1
49197,"Mitchell County, KS",2005,3.8
49198,"Montgomery County, KS",2005,5.8
49199,"Morris County, KS",2005,5
49200,"Morton County, KS",2005,3.5
49201,"Nemaha County, KS",2005,3.7
49202,"Neosho County, KS",2005,5
49203,"Ness County, KS",2005,3.2
49204,"Norton County, KS",2005,3.6
49205,"Osage County, KS",2005,6.2
49206,"Osborne County, KS",2005,3.8
49207,"Ottawa County, KS",2005,4.5
49208,"Pawnee County, KS",2005,3.8
49209,"Phillips County, KS",2005,3.7
49210,"Pottawatomie County, KS",2005,4.1
49211,"Pratt County, KS",2005,3.5
49212,"Rawlins County, KS",2005,4
49213,"Reno County, KS",2005,5
49214,"Republic County, KS",2005,4.1
49215,"Rice County, KS",2005,4.6
49216,"Riley County, KS",2005,3.7
49217,"Rooks County, KS",2005,4.2
49218,"Rush County, KS",2005,4
49219,"Russell County, KS",2005,4.6
49220,"Saline County, KS",2005,4.4
49221,"Scott County, KS",2005,3.4
49222,"Sedgwick County, KS",2005,5.5
49223,"Seward County, KS",2005,3.9
49224,"Shawnee County, KS",2005,5.5
49225,"Sheridan County, KS",2005,2.8
49226,"Sherman County, KS",2005,3.4
49227,"Smith County, KS",2005,3.6
49228,"Stafford County, KS",2005,3.9
49229,"Stanton County, KS",2005,3
49230,"Stevens County, KS",2005,4
49231,"Sumner County, KS",2005,5.9
49232,"Thomas County, KS",2005,3.1
49233,"Trego County, KS",2005,3.3
49234,"Wabaunsee County, KS",2005,4.5
49235,"Wallace County, KS",2005,3
49236,"Washington County, KS",2005,3.8
49237,"Wichita County, KS",2005,3.5
49238,"Wilson County, KS",2005,4.4
49239,"Woodson County, KS",2005,6.4
49240,"Wyandotte County, KS",2005,8.7
49241,"Adair County, KY",2005,5.6
49242,"Allen County, KY",2005,6.5
49243,"Anderson County, KY",2005,4.8
49244,"Ballard County, KY",2005,6.8
49245,"Barren County, KY",2005,5.4
49246,"Bath County, KY",2005,8.2
49247,"Bell County, KY",2005,7.4
49248,"Boone County, KY",2005,4.8
49249,"Bourbon County, KY",2005,5.4
49250,"Boyd County, KY",2005,5.9
49251,"Boyle County, KY",2005,6.6
49252,"Bracken County, KY",2005,6.3
49253,"Breathitt County, KY",2005,7.4
49254,"Breckinridge County, KY",2005,7
49255,"Bullitt County, KY",2005,5.7
49256,"Butler County, KY",2005,7.1
49257,"Caldwell County, KY",2005,5.9
49258,"Calloway County, KY",2005,5.6
49259,"Campbell County, KY",2005,5.4
49260,"Carlisle County, KY",2005,7.3
49261,"Carroll County, KY",2005,5.6
49262,"Carter County, KY",2005,8.3
49263,"Casey County, KY",2005,6.1
49264,"Christian County, KY",2005,7
49265,"Clark County, KY",2005,5.5
49266,"Clay County, KY",2005,8.5
49267,"Clinton County, KY",2005,6.4
49268,"Crittenden County, KY",2005,6
49269,"Cumberland County, KY",2005,7.9
49270,"Daviess County, KY",2005,5.8
49271,"Edmonson County, KY",2005,7.1
49272,"Elliott County, KY",2005,9.6
49273,"Estill County, KY",2005,7.1
49274,"Fayette County, KY",2005,4.5
49275,"Fleming County, KY",2005,6
49276,"Floyd County, KY",2005,7
49277,"Franklin County, KY",2005,4.6
49278,"Fulton County, KY",2005,7.4
49279,"Gallatin County, KY",2005,5.9
49280,"Garrard County, KY",2005,6.2
49281,"Grant County, KY",2005,5.5
49282,"Graves County, KY",2005,10
49283,"Grayson County, KY",2005,8.6
49284,"Green County, KY",2005,6.2
49285,"Greenup County, KY",2005,6.4
49286,"Hancock County, KY",2005,6.2
49287,"Hardin County, KY",2005,5.8
49288,"Harlan County, KY",2005,7.8
49289,"Harrison County, KY",2005,5.9
49290,"Hart County, KY",2005,6.5
49291,"Henderson County, KY",2005,5.4
49292,"Henry County, KY",2005,5.7
49293,"Hickman County, KY",2005,7.8
49294,"Hopkins County, KY",2005,5.9
49295,"Jackson County, KY",2005,7.5
49296,"Jefferson County, KY",2005,5.9
49297,"Jessamine County, KY",2005,4.7
49298,"Johnson County, KY",2005,6.7
49299,"Kenton County, KY",2005,5
49300,"Knott County, KY",2005,6.9
49301,"Knox County, KY",2005,6.4
49302,"Larue County, KY",2005,6.3
49303,"Laurel County, KY",2005,5.6
49304,"Lawrence County, KY",2005,8
49305,"Lee County, KY",2005,7.6
49306,"Leslie County, KY",2005,8.1
49307,"Letcher County, KY",2005,7.2
49308,"Lewis County, KY",2005,9.4
49309,"Lincoln County, KY",2005,6.9
49310,"Livingston County, KY",2005,5.8
49311,"Logan County, KY",2005,6.4
49312,"Lyon County, KY",2005,7.3
49313,"McCracken County, KY",2005,5.8
49314,"McCreary County, KY",2005,8.7
49315,"McLean County, KY",2005,7.2
49316,"Madison County, KY",2005,4.9
49317,"Magoffin County, KY",2005,11.7
49318,"Marion County, KY",2005,5.7
49319,"Marshall County, KY",2005,6.5
49320,"Martin County, KY",2005,7.7
49321,"Mason County, KY",2005,6.3
49322,"Meade County, KY",2005,7
49323,"Menifee County, KY",2005,8.1
49324,"Mercer County, KY",2005,5.8
49325,"Metcalfe County, KY",2005,5.6
49326,"Monroe County, KY",2005,6.4
49327,"Montgomery County, KY",2005,6.9
49328,"Morgan County, KY",2005,9.6
49329,"Muhlenberg County, KY",2005,8.6
49330,"Nelson County, KY",2005,6.3
49331,"Nicholas County, KY",2005,9.5
49332,"Ohio County, KY",2005,6.5
49333,"Oldham County, KY",2005,4.8
49334,"Owen County, KY",2005,5.8
49335,"Owsley County, KY",2005,7.7
49336,"Pendleton County, KY",2005,5.7
49337,"Perry County, KY",2005,7.1
49338,"Pike County, KY",2005,6.2
49339,"Powell County, KY",2005,7.7
49340,"Pulaski County, KY",2005,6
49341,"Robertson County, KY",2005,7
49342,"Rockcastle County, KY",2005,7.1
49343,"Rowan County, KY",2005,5.8
49344,"Russell County, KY",2005,6.6
49345,"Scott County, KY",2005,4.9
49346,"Shelby County, KY",2005,5.2
49347,"Simpson County, KY",2005,5.6
49348,"Spencer County, KY",2005,5.3
49349,"Taylor County, KY",2005,5.3
49350,"Todd County, KY",2005,6.5
49351,"Trigg County, KY",2005,6.6
49352,"Trimble County, KY",2005,6.4
49353,"Union County, KY",2005,6
49354,"Warren County, KY",2005,4.9
49355,"Washington County, KY",2005,6
49356,"Wayne County, KY",2005,6.1
49357,"Webster County, KY",2005,5
49358,"Whitley County, KY",2005,6
49359,"Wolfe County, KY",2005,10
49360,"Woodford County, KY",2005,4.2
49361,"Acadia Parish, LA",2005,6.1
49362,"Allen Parish, LA",2005,9.7
49363,"Ascension Parish, LA",2005,6.5
49364,"Assumption Parish, LA",2005,9.9
49365,"Avoyelles Parish, LA",2005,8.3
49366,"Beauregard Parish, LA",2005,7.5
49367,"Bienville Parish, LA",2005,7.4
49368,"Bossier Parish, LA",2005,5.4
49369,"Caddo Parish, LA",2005,6.1
49370,"Calcasieu Parish, LA",2005,7.5
49371,"Caldwell Parish, LA",2005,7.3
49372,"Cameron Parish, LA",2005,5.8
49373,"Catahoula Parish, LA",2005,8.4
49374,"Claiborne Parish, LA",2005,6.4
49375,"Concordia Parish, LA",2005,10.7
49376,"De Soto Parish, LA",2005,6.9
49377,"East Baton Rouge Parish, LA",2005,6.9
49378,"East Carroll Parish, LA",2005,13.3
49379,"East Feliciana Parish, LA",2005,6.8
49380,"Evangeline Parish, LA",2005,7.2
49381,"Franklin Parish, LA",2005,9.1
49382,"Grant Parish, LA",2005,6.3
49383,"Iberia Parish, LA",2005,6.7
49384,"Iberville Parish, LA",2005,9
49385,"Jackson Parish, LA",2005,6
49386,"Jefferson Parish, LA",2005,N.A.
49387,"Jefferson Davis Parish, LA",2005,6.2
49388,"Lafayette Parish, LA",2005,5.2
49389,"Lafourche Parish, LA",2005,6
49390,"LaSalle Parish, LA",2005,5.4
49391,"Lincoln Parish, LA",2005,6.9
49392,"Livingston Parish, LA",2005,5.9
49393,"Madison Parish, LA",2005,9.2
49394,"Morehouse Parish, LA",2005,9.2
49395,"Natchitoches Parish, LA",2005,6.9
49396,"Orleans Parish, LA",2005,N.A.
49397,"Ouachita Parish, LA",2005,6.1
49398,"Plaquemines Parish, LA",2005,N.A.
49399,"Pointe Coupee Parish, LA",2005,8.9
49400,"Rapides Parish, LA",2005,6.2
49401,"Red River Parish, LA",2005,8.9
49402,"Richland Parish, LA",2005,7.8
49403,"Sabine Parish, LA",2005,6.1
49404,"St. Bernard Parish, LA",2005,N.A.
49405,"St. Charles Parish, LA",2005,N.A.
49406,"St. Helena Parish, LA",2005,14.1
49407,"St. James Parish, LA",2005,10.6
49408,"St. John the Baptist Parish, LA",2005,N.A.
49409,"St. Landry Parish, LA",2005,7.2
49410,"St. Martin Parish, LA",2005,6
49411,"St. Mary Parish, LA",2005,8.8
49412,"St. Tammany Parish, LA",2005,N.A.
49413,"Tangipahoa Parish, LA",2005,9.5
49414,"Tensas Parish, LA",2005,13.7
49415,"Terrebonne Parish, LA",2005,6.5
49416,"Union Parish, LA",2005,6.2
49417,"Vermilion Parish, LA",2005,6
49418,"Vernon Parish, LA",2005,5.9
49419,"Washington Parish, LA",2005,10.1
49420,"Webster Parish, LA",2005,6.4
49421,"West Baton Rouge Parish, LA",2005,7
49422,"West Carroll Parish, LA",2005,11
49423,"West Feliciana Parish, LA",2005,8.1
49424,"Winn Parish, LA",2005,6.4
49425,"Androscoggin County, ME",2005,4.9
49426,"Aroostook County, ME",2005,6.6
49427,"Cumberland County, ME",2005,3.6
49428,"Franklin County, ME",2005,5.8
49429,"Hancock County, ME",2005,5.5
49430,"Kennebec County, ME",2005,5
49431,"Knox County, ME",2005,4.2
49432,"Lincoln County, ME",2005,4.5
49433,"Oxford County, ME",2005,5.8
49434,"Penobscot County, ME",2005,5.1
49435,"Piscataquis County, ME",2005,7.4
49436,"Sagadahoc County, ME",2005,4.4
49437,"Somerset County, ME",2005,7.6
49438,"Waldo County, ME",2005,5.4
49439,"Washington County, ME",2005,8.5
49440,"York County, ME",2005,4.2
49441,"Allegany County, MD",2005,6.1
49442,"Anne Arundel County, MD",2005,3.5
49443,"Baltimore County, MD",2005,4.3
49444,"Calvert County, MD",2005,3.4
49445,"Caroline County, MD",2005,4.4
49446,"Carroll County, MD",2005,3.3
49447,"Cecil County, MD",2005,4.6
49448,"Charles County, MD",2005,3.4
49449,"Dorchester County, MD",2005,5.4
49450,"Frederick County, MD",2005,3.1
49451,"Garrett County, MD",2005,4.8
49452,"Harford County, MD",2005,3.9
49453,"Howard County, MD",2005,3.1
49454,"Kent County, MD",2005,4.2
49455,"Montgomery County, MD",2005,3.1
49456,"Prince George's County, MD",2005,4.5
49457,"Queen Anne's County, MD",2005,3.5
49458,"St. Mary's County, MD",2005,3.5
49459,"Somerset County, MD",2005,6
49460,"Talbot County, MD",2005,3.9
49461,"Washington County, MD",2005,4.4
49462,"Wicomico County, MD",2005,4.2
49463,"Worcester County, MD",2005,6.6
49464,"Baltimore city, MD",2005,6.9
49465,"Barnstable County, MA",2005,4.9
49466,"Berkshire County, MA",2005,4.4
49467,"Bristol County, MA",2005,6
49468,"Dukes County, MA",2005,3.9
49469,"Essex County, MA",2005,5.3
